step,Time,Ambient,PVT,PCMT,nano-PCMT,PVP,PCMP,nano-PCMP,Radiation
424,12:31:30 pm,34.50,60.68,60.62,59.04,8.29,9.70,10.23,1006.9629
425,12:32:00 pm,33.88,59.93,60.65,59.06,8.31,9.69,10.23,1005.511486
426,12:32:30 pm,34.77,61.08,60.71,59.05,8.24,9.69,10.22,1005.979757
427,12:33:00 pm,34.74,60.64,60.77,59.07,8.22,9.67,10.21,1006.143111
428,12:33:30 pm,34.62,61.07,60.74,59.02,8.38,9.67,10.21,1005.325979
429,12:34:00 pm,34.45,60.86,60.77,59.05,8.37,9.67,10.20,1006.139971
430,12:34:30 pm,34.71,60.93,60.88,59.15,8.36,9.64,10.18,1006.133738
431,12:35:00 pm,34.37,60.42,60.94,59.18,8.36,9.63,10.17,1006.889727
432,12:35:30 pm,34.41,61.48,60.99,59.25,8.35,9.62,10.16,1006.856268
433,12:36:00 pm,33.77,60.64,61.10,59.34,8.38,9.61,10.16,1008.384819
434,12:36:30 pm,33.50,59.35,61.15,59.39,8.37,9.59,10.15,1009.131435
435,12:37:00 pm,32.99,59.08,61.07,59.31,8.38,9.57,10.13,1008.721094
436,12:37:30 pm,33.69,59.73,61.04,59.24,8.40,9.60,10.16,1008.192331
437,12:38:00 pm,34.25,61.07,61.01,59.22,8.38,9.61,10.15,1009.139504
438,12:38:30 pm,33.73,60.92,60.94,59.21,8.38,9.61,10.16,1008.243811
439,12:39:00 pm,32.99,57.10,60.82,59.09,8.40,9.61,10.16,1005.909773
440,12:39:30 pm,33.89,58.57,60.77,58.99,8.39,9.60,10.15,1004.81333
441,12:40:00 pm,34.47,60.43,60.77,58.98,8.41,9.60,10.15,1004.211007
442,12:40:30 pm,33.75,60.92,60.82,59.03,8.36,9.60,10.15,1004.770039
443,12:41:00 pm,34.09,61.30,60.82,59.04,8.33,9.59,10.14,1005.057733
444,12:41:30 pm,34.32,61.75,60.83,59.07,8.14,9.59,10.14,1004.790476
445,12:42:00 pm,34.19,61.30,60.82,59.11,8.14,9.59,10.14,1005.12349
446,12:42:30 pm,34.17,61.55,60.72,59.06,7.88,9.58,10.13,1003.960613
447,12:43:00 pm,33.99,60.64,60.67,59.02,8.01,9.59,10.14,1001.470009
448,12:43:30 pm,33.56,60.74,60.57,58.97,8.17,9.58,10.13,999.2870768
449,12:44:00 pm,33.18,60.80,60.42,58.84,8.05,9.59,10.14,999.4279642
450,12:44:30 pm,33.14,60.32,60.25,58.69,7.98,9.60,10.15,1000.056087
451,12:45:00 pm,33.72,60.57,60.20,58.66,7.97,9.58,10.13,1000.100537
452,12:45:30 pm,34.38,60.28,60.22,58.67,8.03,9.58,10.13,998.8889106
453,12:46:00 pm,33.45,60.14,60.09,58.57,8.02,9.58,10.14,998.2532513
454,12:46:30 pm,33.25,60.26,59.95,58.44,8.01,9.59,10.14,997.4520389
455,12:47:00 pm,33.42,59.99,59.76,58.24,8.00,9.59,10.14,996.9028633
456,12:47:30 pm,33.54,59.01,59.60,58.08,8.03,9.58,10.14,995.8480442
457,12:48:00 pm,33.91,59.36,59.64,58.09,7.85,9.56,10.13,996.244857
458,12:48:30 pm,34.01,60.44,59.71,58.17,7.90,9.55,10.12,995.9110473
459,12:49:00 pm,34.04,61.07,59.76,58.20,7.91,9.54,10.11,994.131837
460,12:49:30 pm,33.84,60.87,59.77,58.22,7.88,9.54,10.10,992.6571588
461,12:50:00 pm,33.45,60.73,59.72,58.17,7.79,9.54,10.10,991.9569012
462,12:50:30 pm,33.69,60.47,59.63,58.08,7.74,9.54,10.10,991.2196099
463,12:51:00 pm,33.94,60.89,59.54,58.00,7.78,9.54,10.10,990.1408749
464,12:51:30 pm,35.29,61.08,59.56,58.02,7.82,9.53,10.08,989.8354984
465,12:52:00 pm,34.81,61.11,59.61,58.09,7.68,9.51,10.07,989.7942608
466,12:52:30 pm,35.06,60.81,59.65,58.13,7.65,9.51,10.06,989.2889317
467,12:53:00 pm,34.55,60.64,59.69,58.17,8.18,9.50,10.06,989.1027245
468,12:53:30 pm,34.68,60.34,59.79,58.24,7.97,9.49,10.05,990.1158717
469,12:54:00 pm,35.54,61.32,59.88,58.30,7.98,9.49,10.05,989.8592934
470,12:54:30 pm,35.53,61.31,59.94,58.37,8.05,9.47,10.03,988.8402282
471,12:55:00 pm,35.17,60.92,59.97,58.41,8.07,9.47,10.02,988.302938
472,12:55:30 pm,34.11,60.62,59.96,58.43,8.06,9.46,10.02,987.9225994
473,12:56:00 pm,34.98,60.94,59.99,58.48,8.04,9.44,10.01,988.4144006
474,12:56:30 pm,33.32,60.43,59.88,58.40,8.01,9.46,10.02,987.3374048
475,12:57:00 pm,33.39,60.62,59.66,58.20,7.97,9.46,10.03,987.2553176
476,12:57:30 pm,33.82,61.18,59.50,58.06,7.96,9.45,10.02,988.227469
477,12:58:00 pm,34.74,60.91,59.43,57.99,7.95,9.44,10.01,988.5638644
478,12:58:30 pm,35.51,61.65,59.47,58.01,7.93,9.43,9.99,987.8411882
479,12:59:00 pm,35.54,61.23,59.57,58.10,7.93,9.42,9.99,985.3921356
480,12:59:30 pm,34.48,61.41,59.57,58.11,7.93,9.42,9.98,983.876775
481,1:00:00 pm,33.41,59.46,59.46,58.02,8.00,9.39,9.96,983.3949516
482,1:00:30 pm,33.23,58.56,59.43,57.94,7.99,9.38,9.96,982.7920736
483,1:01:00 pm,33.59,57.96,59.37,57.86,8.14,9.39,9.97,983.3285899
484,1:01:30 pm,33.36,59.43,59.38,57.88,8.05,9.40,9.98,983.0124395
485,1:02:00 pm,34.05,60.34,59.39,57.91,7.96,9.39,9.96,982.8535783
486,1:02:30 pm,33.72,60.65,59.39,57.90,8.09,9.38,9.95,981.6761356
487,1:03:00 pm,34.13,59.44,59.32,57.84,8.16,9.37,9.95,980.8922681
488,1:03:30 pm,34.65,60.04,59.33,57.81,8.15,9.35,9.93,979.848103
489,1:04:00 pm,35.05,60.94,59.43,57.87,8.12,9.36,9.93,978.5931861
490,1:04:30 pm,34.46,60.01,59.40,57.84,8.11,9.36,9.93,976.1399295
491,1:05:00 pm,34.18,59.87,59.23,57.69,8.08,9.35,9.94,974.855347
492,1:05:30 pm,34.46,60.33,59.12,57.60,8.10,9.35,9.93,975.2446477
493,1:06:00 pm,34.05,59.08,58.98,57.47,8.12,9.36,9.94,977.1811966
494,1:06:30 pm,34.20,58.81,58.79,57.29,8.13,9.35,9.93,978.4866025
495,1:07:00 pm,34.06,58.10,58.54,57.08,8.09,9.37,9.95,976.9147865
496,1:07:30 pm,33.51,58.21,58.33,56.87,8.08,9.36,9.95,975.4240662
497,1:08:00 pm,34.47,58.32,58.19,56.75,8.12,9.34,9.95,973.4171472
498,1:08:30 pm,35.10,58.91,58.24,56.79,8.08,9.33,9.93,971.6581567
499,1:09:00 pm,34.66,58.48,58.32,56.88,8.05,9.31,9.90,970.4606625
500,1:09:30 pm,34.33,59.48,58.33,56.88,8.16,9.32,9.91,971.3345405
501,1:10:00 pm,34.88,59.42,58.29,56.88,8.04,9.30,9.89,970.7501441
502,1:10:30 pm,33.85,58.53,58.25,56.86,7.32,9.28,9.88,967.8781872
503,1:11:00 pm,33.72,58.05,58.04,56.68,7.58,9.28,9.88,966.6907666
504,1:11:30 pm,33.92,57.98,57.91,56.52,7.67,9.29,9.89,967.2192629
505,1:12:00 pm,34.05,57.58,57.78,56.38,7.82,9.28,9.89,967.2330578
506,1:12:30 pm,34.43,56.58,57.68,56.29,7.79,9.27,9.88,968.97004
507,1:13:00 pm,34.46,57.14,57.60,56.19,8.24,9.27,9.88,966.9604869
508,1:13:30 pm,35.00,57.66,57.64,56.22,8.16,9.24,9.86,965.8606383
509,1:14:00 pm,34.92,57.82,57.76,56.31,8.15,9.23,9.84,964.3689758
510,1:14:30 pm,34.74,57.34,57.81,56.34,8.16,9.23,9.84,962.7474911
511,1:15:00 pm,34.50,57.71,57.77,56.29,8.15,9.22,9.84,963.2223586
512,1:15:30 pm,34.94,57.22,57.69,56.22,8.12,9.21,9.82,963.9144984
513,1:16:00 pm,35.10,58.42,57.66,56.19,8.15,9.20,9.81,962.9627844
514,1:16:30 pm,34.18,57.88,57.68,56.21,8.10,9.19,9.80,962.0418223
515,1:17:00 pm,34.48,58.08,57.53,56.10,8.11,9.17,9.79,960.0012029
516,1:17:30 pm,35.13,58.21,57.50,56.06,8.09,9.15,9.77,959.0911367
517,1:18:00 pm,34.26,57.69,57.53,56.08,8.09,9.15,9.77,958.5904932
518,1:18:30 pm,34.28,57.99,57.48,56.04,8.07,9.14,9.76,957.7982923
519,1:19:00 pm,34.33,58.36,57.39,55.96,8.04,9.13,9.75,956.1897802
520,1:19:30 pm,34.28,58.50,57.42,55.98,8.01,9.11,9.74,955.4124837
521,1:20:00 pm,35.01,58.82,57.52,56.07,8.05,9.11,9.73,956.5378433
522,1:20:30 pm,34.77,59.25,57.65,56.20,7.97,9.08,9.70,958.5028496
523,1:21:00 pm,34.81,59.83,57.74,56.29,7.94,9.05,9.68,958.7463828
524,1:21:30 pm,34.91,60.04,57.86,56.39,8.00,9.03,9.65,956.5849022
525,1:22:00 pm,34.97,60.34,57.99,56.50,7.96,9.01,9.64,954.0551388
526,1:22:30 pm,34.81,59.61,58.08,56.57,7.78,8.99,9.62,951.4514048
527,1:23:00 pm,34.42,59.32,58.09,56.60,7.90,8.99,9.61,949.5770379
528,1:23:30 pm,34.48,58.58,57.99,56.50,7.78,8.98,9.60,949.9875489
529,1:24:00 pm,34.28,57.04,57.97,56.47,7.95,8.96,9.59,948.4683712
530,1:24:30 pm,34.33,57.20,57.98,56.46,7.96,8.95,9.58,945.9942429
531,1:25:00 pm,34.65,57.59,58.01,56.47,7.94,8.93,9.58,946.0313007
532,1:25:30 pm,34.90,56.96,58.01,56.48,7.94,8.93,9.57,947.5723165
533,1:26:00 pm,34.05,57.64,58.01,56.45,7.90,8.92,9.56,948.5138118
534,1:26:30 pm,33.45,57.17,57.97,56.44,7.90,8.92,9.57,946.0598549
535,1:27:00 pm,34.40,57.03,57.94,56.39,7.85,8.91,9.57,943.9507003
536,1:27:30 pm,34.31,57.15,57.87,56.34,7.67,8.93,9.58,943.5062965
537,1:28:00 pm,34.81,57.07,57.83,56.30,7.79,8.93,9.58,944.0420158
538,1:28:30 pm,34.43,55.94,57.83,56.27,7.81,8.93,9.58,944.4199863
539,1:29:00 pm,34.09,55.15,57.81,56.21,7.84,8.93,9.59,942.3835457
540,1:29:30 pm,34.31,54.66,57.80,56.16,7.86,8.93,9.59,941.0338349
541,1:30:00 pm,34.00,54.07,57.77,56.11,7.85,8.92,9.59,938.7921746
542,1:30:30 pm,33.55,53.33,57.72,56.01,7.86,8.89,9.57,937.1764637
543,1:31:00 pm,34.16,53.71,57.69,55.94,7.88,8.90,9.57,934.6699642
544,1:31:30 pm,33.81,53.51,57.73,55.92,7.88,8.89,9.58,933.36149
545,1:32:00 pm,34.59,55.09,57.79,55.93,7.89,8.87,9.57,931.6793449
546,1:32:30 pm,34.89,55.39,57.86,55.97,7.86,8.87,9.55,930.4609064
547,1:33:00 pm,34.66,55.64,57.87,55.97,7.83,8.85,9.54,929.163062
548,1:33:30 pm,35.16,56.10,57.90,56.00,7.80,8.85,9.54,928.53849
549,1:34:00 pm,34.63,55.97,57.92,56.00,7.64,8.82,9.50,925.8476193
550,1:34:30 pm,34.38,55.82,57.90,55.98,7.73,8.80,9.49,925.1255237
551,1:35:00 pm,35.16,55.78,57.88,55.93,7.74,8.80,9.49,924.7030063
552,1:35:30 pm,34.99,55.83,57.82,55.87,7.74,8.79,9.48,924.107979
553,1:36:00 pm,35.31,56.21,57.81,55.84,7.65,8.75,9.43,923.6132797
554,1:36:30 pm,35.25,55.65,57.78,55.80,7.54,8.74,9.43,922.8077434
555,1:37:00 pm,34.54,55.26,57.74,55.76,7.56,8.72,9.41,921.9701977
556,1:37:30 pm,34.88,55.14,57.69,55.71,7.43,8.72,9.42,920.3120421
557,1:38:00 pm,35.10,54.77,57.53,55.55,7.52,8.71,9.41,919.3703764
558,1:38:30 pm,34.92,54.71,57.45,55.47,7.51,8.69,9.40,918.237795
559,1:39:00 pm,34.54,54.64,57.38,55.44,7.43,8.66,9.37,918.3104364
560,1:39:30 pm,34.86,54.69,57.36,55.40,7.54,8.66,9.37,918.5451283
561,1:40:00 pm,35.18,54.80,57.33,55.34,7.78,8.66,9.37,917.9166425
562,1:40:30 pm,34.80,54.39,57.24,55.27,7.74,8.66,9.38,916.8026856
563,1:41:00 pm,34.76,54.44,57.17,55.18,7.68,8.65,9.38,916.1191451
564,1:41:30 pm,35.04,54.94,57.12,55.13,7.61,8.64,9.37,914.5568233
565,1:42:00 pm,34.53,54.52,57.10,55.09,7.57,8.62,9.35,912.7875899
566,1:42:30 pm,34.52,54.32,57.09,55.03,7.52,8.59,9.33,912.8794616
567,1:43:00 pm,34.71,54.25,57.00,54.93,7.68,8.57,9.30,910.8883407
568,1:43:30 pm,34.88,55.01,56.88,54.81,7.63,8.57,9.30,907.5805321
569,1:44:00 pm,34.60,55.18,56.83,54.78,7.68,8.55,9.28,905.3225899
570,1:44:30 pm,34.72,55.09,56.80,54.79,7.61,8.54,9.26,904.2646309
571,1:45:00 pm,35.22,55.41,56.82,54.80,7.60,8.51,9.24,903.2748444
572,1:45:30 pm,34.49,54.47,56.78,54.77,7.64,8.51,9.24,902.4607319
573,1:46:00 pm,35.10,54.99,56.70,54.69,7.55,8.52,9.25,902.9412755
574,1:46:30 pm,35.15,54.10,56.65,54.63,7.54,8.50,9.25,901.9744869
575,1:47:00 pm,34.62,53.45,56.61,54.57,7.46,8.49,9.23,899.8420683
576,1:47:30 pm,34.60,52.78,56.54,54.46,7.46,8.47,9.21,899.1796172
577,1:48:00 pm,34.02,52.06,56.48,54.36,7.55,8.47,9.22,897.9098675
578,1:48:30 pm,34.02,51.71,56.39,54.24,7.50,8.45,9.21,895.6498486
579,1:49:00 pm,34.79,52.68,56.36,54.16,7.49,8.44,9.20,894.0041094
580,1:49:30 pm,35.86,54.00,56.40,54.17,7.53,8.42,9.18,892.8762135
581,1:50:00 pm,34.49,53.54,56.35,54.14,7.50,8.40,9.15,892.3897992
582,1:50:30 pm,34.09,53.64,56.10,53.93,7.49,8.39,9.14,893.2130189
583,1:51:00 pm,34.46,53.71,55.95,53.78,7.47,8.37,9.12,891.2750936
584,1:51:30 pm,34.75,53.75,55.78,53.63,7.45,8.36,9.11,889.1334469
585,1:52:00 pm,34.11,53.48,55.62,53.51,7.47,8.33,9.09,887.1743102
586,1:52:30 pm,33.86,52.22,55.39,53.31,7.43,8.33,9.09,885.8404711
587,1:53:00 pm,34.01,52.81,55.15,53.08,7.42,8.31,9.06,883.3292124
588,1:53:30 pm,34.24,53.16,54.97,52.91,7.39,8.29,9.05,882.2838149
589,1:54:00 pm,34.94,53.42,54.91,52.85,7.35,8.26,9.02,881.2283186
590,1:54:30 pm,34.62,53.97,54.92,52.85,7.33,8.24,9.00,880.5888423
591,1:55:00 pm,34.05,54.39,54.87,52.83,7.31,8.23,8.99,879.3620936
592,1:55:30 pm,34.19,54.44,54.81,52.79,7.28,8.21,8.96,878.8847865
593,1:56:00 pm,34.34,54.22,54.80,52.77,7.32,8.19,8.95,878.4077939
594,1:56:30 pm,34.97,55.09,54.80,52.81,7.25,8.17,8.92,878.3072503
595,1:57:00 pm,35.51,55.11,54.91,52.91,7.25,8.15,8.91,878.1012334
596,1:57:30 pm,35.55,55.28,54.99,53.01,7.17,8.11,8.85,876.19853
597,1:58:00 pm,35.28,55.77,55.08,53.10,7.14,8.09,8.83,874.3567035
598,1:58:30 pm,35.16,55.89,55.13,53.16,7.13,8.08,8.82,873.6866183
599,1:59:00 pm,35.46,56.00,55.20,53.21,7.15,8.08,8.83,872.9936814
600,1:59:30 pm,34.89,55.29,55.25,53.27,7.15,8.06,8.81,869.7118181
601,2:00:00 pm,35.13,54.78,55.23,53.28,7.20,8.05,8.81,867.7515468
602,2:00:30 pm,35.03,54.74,55.16,53.24,7.15,8.02,8.79,867.310428
603,2:01:00 pm,34.80,55.15,55.18,53.23,7.15,8.02,8.79,866.292449
604,2:01:30 pm,35.43,55.05,55.13,53.20,7.15,8.01,8.77,865.0486688
605,2:02:00 pm,35.71,55.65,55.07,53.12,7.13,7.98,8.73,863.7158444
606,2:02:30 pm,35.44,55.15,55.03,53.08,7.07,7.95,8.72,861.6586519
607,2:03:00 pm,34.82,55.56,54.93,53.02,7.07,7.94,8.69,862.5211767
608,2:03:30 pm,34.95,55.51,54.84,52.97,7.05,7.93,8.69,863.587857
609,2:04:00 pm,34.98,54.76,54.77,52.90,7.06,7.91,8.65,863.9755142
610,2:04:30 pm,35.13,54.58,54.76,52.89,7.02,7.89,8.64,862.6598896
611,2:05:00 pm,35.05,55.10,54.85,52.95,7.01,7.86,8.62,859.5697413
612,2:05:30 pm,34.93,55.26,54.85,53.00,6.99,7.85,8.60,856.7574301
613,2:06:00 pm,34.80,55.25,54.90,53.07,6.97,7.83,8.58,854.3135226
614,2:06:30 pm,34.52,55.49,54.92,53.11,6.96,7.81,8.56,853.4581735
615,2:07:00 pm,34.73,55.55,54.97,53.16,6.93,7.78,8.54,852.0613785
616,2:07:30 pm,34.92,55.84,54.96,53.18,6.88,7.74,8.49,851.2762555
617,2:08:00 pm,35.76,56.67,55.03,53.25,6.91,7.72,8.48,849.4147403
618,2:08:30 pm,35.93,56.86,55.12,53.31,6.85,7.70,8.45,847.5008517
619,2:09:00 pm,35.36,55.26,55.10,53.32,6.86,7.68,8.43,845.802183
620,2:09:30 pm,35.21,55.58,55.13,53.31,6.86,7.66,8.40,844.7829727
621,2:10:00 pm,34.82,55.67,55.14,53.30,6.86,7.64,8.40,843.397919
622,2:10:30 pm,35.07,55.53,55.13,53.31,6.84,7.62,8.36,840.3936509
623,2:11:00 pm,35.50,55.92,55.13,53.33,6.82,7.58,8.35,839.1377918
624,2:11:30 pm,35.52,55.47,55.17,53.36,6.81,7.56,8.32,839.7251609
625,2:12:00 pm,35.51,55.84,55.25,53.42,6.81,7.54,8.29,839.4415741
626,2:12:30 pm,35.79,56.35,55.31,53.48,6.78,7.52,8.27,837.4669043
627,2:13:00 pm,35.69,56.76,55.33,53.52,6.77,7.52,8.26,835.9202608
628,2:13:30 pm,34.97,55.80,55.32,53.53,6.75,7.48,8.23,834.2997182
629,2:14:00 pm,34.96,54.42,55.22,53.46,6.79,7.46,8.22,832.0014574
630,2:14:30 pm,35.40,55.15,55.12,53.33,6.82,7.45,8.20,831.0350305
631,2:15:00 pm,34.95,54.69,55.03,53.26,6.79,7.43,8.18,829.0482829
632,2:15:30 pm,34.67,54.34,54.82,53.07,6.78,7.41,8.16,827.0582734
633,2:16:00 pm,34.17,53.53,54.57,52.87,6.82,7.39,8.15,823.9254627
634,2:16:30 pm,34.34,53.54,54.30,52.67,6.85,7.38,8.13,821.2600778
635,2:17:00 pm,34.23,53.47,54.09,52.48,6.82,7.35,8.11,819.9317697
636,2:17:30 pm,34.25,53.57,53.92,52.32,6.79,7.32,8.07,819.4226719
637,2:18:00 pm,34.82,53.96,53.83,52.26,6.80,7.29,8.04,818.5279453
638,2:18:30 pm,34.58,53.55,53.82,52.24,6.75,7.27,8.01,816.1341167
639,2:19:00 pm,34.50,53.72,53.77,52.20,6.69,7.24,7.99,814.1589884
640,2:19:30 pm,34.38,54.23,53.74,52.17,6.63,7.22,7.98,811.7034858
641,2:20:00 pm,34.64,54.32,53.76,52.18,6.65,7.20,7.96,809.9112787
642,2:20:30 pm,35.09,54.74,53.79,52.21,6.57,7.19,7.93,809.538817
643,2:21:00 pm,35.57,54.68,53.83,52.25,6.53,7.17,7.92,808.7135195
644,2:21:30 pm,34.83,53.67,53.87,52.28,6.45,7.14,7.88,808.3747087
645,2:22:00 pm,35.26,54.60,53.92,52.30,6.40,7.11,7.86,806.5498885
646,2:22:30 pm,34.23,54.45,53.90,52.27,6.41,7.09,7.83,804.5903659
647,2:23:00 pm,33.88,53.59,53.79,52.19,6.44,7.06,7.81,802.3494069
648,2:23:30 pm,34.70,53.04,53.58,52.04,6.26,7.02,7.77,801.3909285
649,2:24:00 pm,34.47,52.18,53.38,51.90,6.50,7.00,7.75,799.7116835
650,2:24:30 pm,34.57,51.58,53.16,51.74,6.39,6.99,7.73,798.9503796
651,2:25:00 pm,34.94,52.02,53.03,51.63,6.31,6.96,7.72,798.3237308
652,2:25:30 pm,34.72,52.53,52.99,51.61,6.23,6.94,7.69,797.5582955
653,2:26:00 pm,34.93,53.21,53.04,51.63,6.22,6.91,7.66,796.6098181
654,2:26:30 pm,35.03,53.15,53.10,51.67,6.23,6.88,7.62,794.0899117
655,2:27:00 pm,34.95,53.55,53.14,51.70,6.35,6.85,7.60,792.5703964
656,2:27:30 pm,35.16,53.99,53.16,51.74,6.33,6.82,7.57,791.4545794
657,2:28:00 pm,35.88,54.61,53.21,51.78,6.36,6.80,7.53,789.6347844
658,2:28:30 pm,35.60,54.16,53.28,51.84,6.24,6.78,7.51,787.9362608
659,2:29:00 pm,34.96,53.54,53.37,51.90,6.31,6.75,7.49,787.5104101
660,2:29:30 pm,35.15,54.18,53.35,51.92,6.28,6.73,7.46,786.4048843
661,2:30:00 pm,35.03,54.18,53.33,51.93,6.14,6.68,7.42,784.6879769
662,2:30:30 pm,35.67,54.84,53.28,51.92,6.11,6.65,7.37,783.4560336
663,2:31:00 pm,35.47,54.56,53.29,51.93,6.10,6.63,7.37,782.1141977
664,2:31:30 pm,34.85,54.38,53.29,51.95,6.07,6.62,7.34,780.9277192
665,2:32:00 pm,35.47,54.64,53.30,51.93,6.08,6.59,7.31,779.5646488
666,2:32:30 pm,36.02,54.57,53.29,51.91,6.08,6.57,7.29,777.7528265
667,2:33:00 pm,35.38,53.96,53.27,51.92,6.01,6.54,7.26,775.0008854
668,2:33:30 pm,35.74,54.06,53.18,51.83,5.97,6.52,7.23,772.4941924
669,2:34:00 pm,35.94,54.69,53.12,51.79,5.93,6.49,7.20,770.3828875
670,2:34:30 pm,36.23,55.12,53.18,51.84,5.87,6.47,7.19,768.4283891
671,2:35:00 pm,35.89,54.77,53.23,51.88,5.89,6.44,7.15,765.9661703
672,2:35:30 pm,35.59,54.71,53.22,51.87,5.81,6.41,7.12,763.9779727
673,2:36:00 pm,35.37,53.90,53.19,51.85,5.92,6.39,7.10,762.4767687
674,2:36:30 pm,35.42,53.44,53.12,51.80,5.94,6.37,7.08,761.046347
675,2:37:00 pm,35.06,53.81,53.03,51.74,5.88,6.34,7.05,760.1487939
676,2:37:30 pm,35.56,54.16,53.05,51.73,5.81,6.31,7.02,759.0436793
677,2:38:00 pm,36.16,54.23,53.09,51.75,5.76,6.30,6.99,756.7286046
678,2:38:30 pm,34.65,53.83,53.11,51.79,5.74,6.26,6.95,753.8697171
679,2:39:00 pm,34.29,53.65,53.09,51.77,5.71,6.25,6.95,750.5244395
680,2:39:30 pm,34.90,53.53,53.04,51.75,5.65,6.22,6.92,749.5553323
681,2:40:00 pm,35.22,53.67,52.98,51.67,5.65,6.19,6.89,748.5797024
682,2:40:30 pm,34.89,53.81,52.97,51.67,5.59,6.17,6.87,747.9268181
683,2:41:00 pm,35.12,52.83,52.98,51.67,5.59,6.14,6.83,746.0273996
684,2:41:30 pm,35.56,52.80,52.91,51.59,5.56,6.12,6.81,744.1349621
685,2:42:00 pm,35.08,52.99,52.87,51.56,5.55,6.09,6.78,743.0960147
686,2:42:30 pm,35.04,52.46,52.84,51.52,5.52,6.04,6.75,741.4600358
687,2:43:00 pm,34.73,51.06,52.79,51.46,5.49,6.03,6.72,739.8823733
688,2:43:30 pm,35.09,51.06,52.68,51.34,5.47,5.99,6.68,739.651184
689,2:44:00 pm,35.75,51.17,52.57,51.24,5.49,5.96,6.64,739.4574648
690,2:44:30 pm,35.70,51.91,52.57,51.19,5.43,5.93,6.61,738.4724122
691,2:45:00 pm,35.65,51.79,52.61,51.20,5.42,5.90,6.58,735.6081619
692,2:45:30 pm,35.35,51.94,52.63,51.23,5.38,5.88,6.55,733.00996
693,2:46:00 pm,34.89,51.63,52.51,51.10,5.47,5.84,6.51,733.4528906
694,2:46:30 pm,35.38,52.08,52.43,51.02,5.38,5.81,6.48,730.9151546
695,2:47:00 pm,35.21,51.86,52.42,51.02,5.49,5.77,6.44,727.6493807
696,2:47:30 pm,35.43,51.89,52.38,50.99,5.46,5.73,6.40,725.0426267
697,2:48:00 pm,35.48,51.38,52.36,50.99,5.44,5.70,6.37,723.0667256
698,2:48:30 pm,35.81,51.81,52.38,50.99,5.59,5.68,6.34,721.8736278
699,2:49:00 pm,35.55,50.92,52.37,50.95,5.51,5.66,6.32,721.3526688
700,2:49:30 pm,36.00,51.61,52.33,50.89,5.44,5.62,6.28,719.9186225
701,2:50:00 pm,35.37,51.35,52.27,50.83,5.58,5.61,6.26,716.9783481
702,2:50:30 pm,35.80,51.59,52.21,50.78,5.48,5.58,6.23,714.7696646
703,2:51:00 pm,36.32,51.93,52.17,50.77,5.43,5.56,6.21,712.1183155
704,2:51:30 pm,35.65,52.05,52.17,50.75,5.36,5.52,6.17,709.8874543
705,2:52:00 pm,35.40,50.81,52.14,50.69,5.42,5.51,6.16,707.1893123
706,2:52:30 pm,35.00,50.41,52.11,50.65,5.42,5.48,6.12,704.9018738
707,2:53:00 pm,35.16,50.05,52.07,50.58,5.27,5.46,6.10,703.9346015
708,2:53:30 pm,34.98,49.92,52.02,50.48,5.36,5.44,6.07,701.5314479
709,2:54:00 pm,34.89,50.05,51.95,50.44,5.36,5.41,6.04,700.8718486
710,2:54:30 pm,34.73,49.27,51.88,50.36,5.18,5.39,6.01,699.3488055
711,2:55:00 pm,35.09,49.52,51.80,50.26,5.26,5.36,5.99,697.1307003
712,2:55:30 pm,35.50,49.85,51.72,50.19,5.29,5.33,5.96,693.8557939
713,2:56:00 pm,35.20,49.30,51.69,50.14,5.18,5.32,5.94,693.2009769
714,2:56:30 pm,35.28,49.75,51.65,50.09,5.09,5.29,5.91,691.4258013
715,2:57:00 pm,35.67,49.73,51.63,50.08,5.09,5.26,5.87,689.6910904
716,2:57:30 pm,35.44,49.93,51.65,50.07,5.03,5.23,5.85,688.532103
717,2:58:00 pm,35.26,49.44,51.53,49.94,5.16,5.22,5.83,685.9194553
718,2:58:30 pm,35.39,49.91,51.39,49.81,5.08,5.19,5.80,683.5017823
719,2:59:00 pm,35.71,50.27,51.37,49.79,5.09,5.18,5.78,680.619245
720,2:59:30 pm,35.98,50.58,51.38,49.82,5.03,5.13,5.73,679.437285
721,3:00:00 pm,36.47,51.27,51.44,49.86,5.01,5.10,5.69,677.5044322
722,3:00:30 pm,35.41,50.72,51.52,49.91,4.98,5.09,5.68,676.843673
723,3:01:00 pm,35.14,50.70,51.54,49.90,5.04,5.07,5.65,675.4289769
724,3:01:30 pm,35.07,50.08,51.50,49.86,4.98,5.03,5.61,672.1885205
725,3:02:00 pm,35.38,50.24,51.48,49.82,4.92,5.00,5.58,670.2075457
726,3:02:30 pm,34.91,49.90,51.48,49.81,4.97,4.96,5.54,669.8796057
727,3:03:00 pm,34.63,49.26,51.45,49.77,4.85,4.93,5.52,669.0057518
728,3:03:30 pm,34.27,48.55,51.40,49.72,4.83,4.89,5.46,666.8425804
729,3:04:00 pm,34.43,48.89,51.37,49.66,4.84,4.87,5.43,664.2930315
730,3:04:30 pm,34.97,49.46,51.37,49.63,4.81,4.83,5.40,661.3382629
731,3:05:00 pm,35.39,49.68,51.38,49.62,4.77,4.80,5.36,659.5998549
732,3:05:30 pm,35.66,50.20,51.35,49.60,4.75,4.77,5.33,657.228082
733,3:06:00 pm,35.37,49.60,51.37,49.59,4.72,4.74,5.30,654.7621914
